"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"효원노인복지센터A","A9381","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김학봉","1126000000","중랑구","서울특별시 중랑구 상봉중앙로1길 12세광빌딩 34층"
"한사랑실버센터1호점","A9387","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이춘석","1174000000","강동구","서울특별시 강동구 양재대로 1494"
"포도나무실버타운2호점","A9452","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이현주","1171000000","송파구","서울특별시 송파구 가락로 26층"
"포도나무실버타운1호점","A9453","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","임은주","1171000000","송파구","서울특별시 송파구 가락로 26층"
"강동노인복지관 치매요양원","A9535","(노인) 노인요양시설","노인의료복지시설","자치구","이유리","1174000000","강동구","서울특별시 강동구 동남로71길 32-5강동노인종합복지관 5층 (명일동)"
"광진노인보호센터","A9553","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조철행","1121500000","광진구","서울특별시 광진구 뚝섬로58길 13(자양동)"
"밝은요양원","A9631","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이선숙","1121500000","광진구","서울특별시 광진구 긴고랑로 124층 (중곡동)"
"예원요양원","A9645","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","문성숙","1126000000","중랑구","서울특별시 중랑구 용마산로 554동화빌딩 2층"
"유린원광노인요양원","A9683","(노인) 노인요양시설","노인의료복지시설","자치구","김순덕","1126000000","중랑구","서울특별시 중랑구 신내로 56 (신내동)"
"사랑의집","A9722","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이정희","1165000000","서초구","서울특별시 서초구 탑성말길 26(염곡동 217-5)"
"중앙효노인요양공동생활가정","A9827","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박형준","1141000000","서대문구","서울특별시 서대문구 서소문로 43-531층3층"
"평창동시니어센터","A9891","(노인) 노인요양시설","노인의료복지시설","자치구","임명순","1111000000","종로구","서울특별시 종로구 평창15길 10 (평창동)"
"에덴실버요양원","A9903","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장미화","1171000000","송파구","서울특별시 송파구 송이로 198-1"
"미래요양원","A9970","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이문노","1156000000","영등포구","서울특별시 영등포구 대림로 88재상빌딩 4층"
"구립서대문노인전문요양센터","B4161","(노인) 노인요양시설","노인의료복지시설","자치구","김희철","1141000000","서대문구","서울특별시 서대문구 홍지문2길 59 (홍은동)"
"사회복지법인 진각복지재단 진각홈케어 성북센터","F04366","(노인) 노인요양시설","노인의료복지시설","자치구","양효정","1129000000","성북구","서울특별시 성북구 화랑로 215층 (하월곡동)"
"이암요양원","F04452","(노인) 노인요양시설","노인의료복지시설","자치구","지소현","1120000000","성동구","서울특별시 성동구 마장로 125 (상왕십리동)"
"늘푸른요양원","F04668","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","안은주","1129000000","성북구","서울특별시 성북구 장월로1길 604층 (상월곡동)"
"(가칭)치매안심마을","F04762","(노인) 노인요양시설","노인의료복지시설","자치구","","1117000000","용산구","경기도 양주시 백석읍 기산로440번길 34 "
"서울시립마포실버케어센터","F04766","(노인) 노인요양시설","노인의료복지시설","자치구","","1100000000","서울특별시","서울특별시 마포구 백범로31길 21서울특별시립마포실버케어센터 (공덕동)"
"서울시립동대문실버케어센터","F04767","(노인) 노인요양시설","노인의료복지시설","자치구","","1100000000","서울특별시","서울특별시 동대문구 황물로 12 (답십리동)"
"해피데이공동생활가정","G0026","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장세용","1132000000","도봉구","서울특별시 도봉구 해등로21 나동 104호 (창동)"
"노인요양시설 실버스토리","G0027","(노인) 노인요양시설","노인의료복지시설","자치구","황애린","1141000000","서대문구","서울특별시 서대문구 모래내로 330 (홍은동)"
"삼농실버마을","G0032","(노인) 노인요양시설","노인의료복지시설","자치구","이윤희","1153000000","구로구","서울특별시 구로구 오류로8길 84 (오류동)"
"참빛요양원","G0201","(노인) 노인요양시설","노인의료복지시설","자치구","유영옥","1132000000","도봉구","서울특별시 도봉구 도봉로 6399층 (쌍문동)"
"사랑과섬김요양원","G0204","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박애자","1126000000","중랑구","서울특별시 중랑구 묵동 239-51 창성빌딩2층"
"보라매요양원2호점","G0278","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","엄성현","1159000000","동작구","서울특별시 동작구 보라매로 88-088 (신대방동)"
"보라매요양원1호점","G0282","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이승아","1159000000","동작구","서울특별시 동작구 보라매로 88-088 (신대방동)"
"사랑초요양원","G0285","(노인) 노인요양시설","노인의료복지시설","자치구","송길한","1147000000","양천구","서울특별시 양천구 지양로 152 (신월동)"
"사랑재요양원","G0319","(노인) 노인요양시설","노인의료복지시설","자치구","이주한","1121500000","광진구","서울특별시 광진구 자양로 188 (구의동)"
"구립한남노인요양원","G0357","(노인) 노인요양시설","노인의료복지시설","자치구","김종학","1117000000","용산구","서울특별시 용산구 독서당로 103 (한남동)"
"효심(가)요양원","G0443","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최진희","1126000000","중랑구","서울특별시 중랑구 중화동210-17 5층"
"효심(나)요양원","G0444","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김혜원","1126000000","중랑구","서울특별시 중랑구 중화동210-17 5층"
"국민건강보험공단 서울요양원","G0512","(노인) 노인요양시설","노인의료복지시설","자치구","박득수","1168000000","강남구","서울특별시 강남구 헌릉로590길 50 (세곡동)"
"대한실버하우스","G0522","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유영호","1154500000","금천구","서울특별시 금천구 독산로78길 21(독산동)"
"은혜실버노인요양공동생활가정","G0528","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김영성","1141000000","서대문구","서울특별시 서대문구 응암로1길 8-4(북가좌동)"
"사랑채요양종합복지센터","G0627","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","위정희","1132000000","도봉구","서울특별시 도봉구 도봉로133길34 1층 (쌍문동)"
"도봉요양원","G0636","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김신곤","1132000000","도봉구","서울특별시 도봉구 도봉로601 401호 (쌍문동)"
"어버이사랑노인의료복지센터1","G0650","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강혜원","1156000000","영등포구","서울특별시 영등포구 도림로318 4층 (신길동)"
"어버이사랑노인의료복지센터2","G0651","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김현주","1156000000","영등포구","서울특별시 영등포구 도림로318 5층 (신길동)"
"어버이사랑노인의료복지센터3","G0652","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","양재영","1156000000","영등포구","서울특별시 영등포구 도림로318 6층 (신길동)"
"유민복지센터","G0706","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정인예","1129000000","성북구","서울특별시 성북구 장위로26길20 (장위동)"
"노원편안한요양원2","G0724","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김판석","1135000000","노원구","서울특별시 노원구 상계로27길12 3층 (상계동 경인빌딩)"
"노원편안한요양원1","G0725","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정진주","1135000000","노원구","서울특별시 노원구 상계로27길12 3층 (상계동 경인빌딩)"
"가온요양원2","G0759","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","구자연","1130500000","강북구","서울특별시 강북구 한천로 10755층 (수유동)"
"가온요양원1","G0761","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김명국","1130500000","강북구","서울특별시 강북구 한천로 10753층 (수유동)"
"강남유명요양원","G0863","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","원진순","1168000000","강남구","서울특별시 강남구 개포로140길32 5층 (일원동 원효빌딩)"
"서울시립중랑노인전문요양원","G0884","(노인) 노인요양시설","노인의료복지시설","자치구","조남식","1126000000","중랑구","서울특별시 중랑구 양원역로 38 (망우동 시립중랑노인전문요양원)"
"인애요양원","G0891","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이방희","1162000000","관악구","서울특별시 관악구 신림로169 201호 (신림동 영창빌딩)"
"가족사랑요양원","G0912","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","성보윤","1171000000","송파구","서울특별시 송파구 오금로36길 57 (가락동)"
"가락사랑요양원","G0913","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박동서","1171000000","송파구","서울특별시 송파구 오금로36길 573층 (가락동)"
"사랑나눔요양원2","G1063","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조숙현","1130500000","강북구","서울특별시 강북구 도봉로 2434층 (미아동)"
"사랑재활요양원","G1064","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조옥희","1132000000","도봉구","서울특별시 도봉구 덕릉로59아길54 4층 (창동)"
"은평요양원","G1094","(노인) 노인요양시설","노인의료복지시설","자치구","정수민","1138000000","은평구","서울특별시 은평구 진흥로 4734층 (역촌동)"
"love사랑맞이요양원","G1102","(노인) 노인요양시설","노인의료복지시설","자치구","임하연","1132000000","도봉구","서울특별시 도봉구 마들로649-20 8층 (방학동)"
"A  도봉재활요양원","G1137","(노인) 노인요양시설","노인의료복지시설","자치구","이근례","1132000000","도봉구","서울특별시 도봉구 도봉로152길26 6층 (방학동)"
"'(협)효마을 중랑 노인요양공동생활가정","G1156","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","배윤신","1126000000","중랑구","서울특별시 중랑구 용마공원로3길24-10 지층 (망우동)"
"목동조은요양원","G1167","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김현진","1147000000","양천구","서울특별시 양천구 중앙로 294명성빌딩 8층 (신정동)"
"휴림실버요양센터","G1211","(노인) 노인요양시설","노인의료복지시설","자치구","곽철희","1153000000","구로구","서울특별시 구로구 디지털로27길 119B223 (가리봉동)"
"21세기요양원 노인요양공동생활가정","G1299","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최정희","1156000000","영등포구","서울특별시 영등포구 도신로69 4층층 (도림동)"
"상봉요양원요양센터","G1334","(노인) 노인요양시설","노인의료복지시설","자치구","장태숙","1126000000","중랑구","서울특별시 중랑구 용마산로 485 (망우동)"
"봄날북한산요양원","G1340","(노인) 노인요양시설","노인의료복지시설","자치구","이영선","1130500000","강북구","서울특별시 강북구 4.19로 77 (수유동)"
"'(협)노인돌봄은평요양원","G1351","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","전명희","1138000000","은평구","서울특별시 은평구 가좌로 3063층 (신사동)"
"난향요양원","G1354","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김종분","1162000000","관악구","서울특별시 관악구 남부순환로 1474 3층층 (신림동)"
"난향요양원2","G1355","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이종분","1162000000","관악구","서울특별시 관악구 남부순환로 1470 4층층 (신림동)"
"수색실버케어","G1388","(노인) 노인요양시설","노인의료복지시설","자치구","최재식","1138000000","은평구","서울특별시 은평구 수색로272-1 (수색동)"
"종로시니어스타워","G1403","(노인) 노인요양시설","노인의료복지시설","자치구","박명은","1111000000","종로구","서울특별시 종로구 홍지문길 29 (홍지동)"
"성동실버케어요양원","G1469","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","동홍우","1121500000","광진구","서울특별시 광진구 뚝섬로 6134층 (자양동)"
"다사랑요양원","G1482","(노인) 노인요양시설","노인의료복지시설","자치구","장혜숙","1132000000","도봉구","서울특별시 도봉구 도봉로191길 88-6 (도봉동)"
"사랑재활요양원2호점","G1493","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","설영일","1132000000","도봉구","서울특별시 도봉구 덕릉로59아길 54-0 (창동)54 3층층 (창동 이순빌딩)"
"효심(라)요양원","G1495","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이지택","1126000000","중랑구","서울특별시 중랑구 망우로 171 6층층 (중화동)"
"효심(다)요양원","G1496","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이춘우","1126000000","중랑구","서울특별시 중랑구 망우로 171 6층층 (중화동)"
"엔젤요양원","G1539","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","홍사록","1162000000","관악구","서울특별시 관악구 남부순환로 1432-7 401호호 (신림동 대우빌딩)"
"가나안요양원","G1542","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","오경철","1162000000","관악구","서울특별시 관악구 조원로 24 601호호 (신림동 새한빌딩)"
"수명산요양원","G1570","(노인) 노인요양시설","노인의료복지시설","자치구","한미영","1150000000","강서구","서울특별시 강서구 수명로2가길 25-16(내발산동 수명산요양원)"
"A 행복한그린요양원","G1585","(노인) 노인요양시설","노인의료복지시설","자치구","박기숙","1135000000","노원구","서울특별시 노원구 동일로230나길 23 (상계동)"
"사랑방요양원","G1622","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이경순","1132000000","도봉구","서울특별시 도봉구 도봉로 727-1 (방학동)727-1 2층 (방학동)"
"주은요양원","G1623","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","함수용","1154500000","금천구","서울특별시 금천구 시흥대로 487독산동 (독산동)"
"강일성모노인요양원","G1662","(노인) 노인요양시설","노인의료복지시설","자치구","한정일","1174000000","강동구","서울특별시 강동구 고덕로 476 (강일동)"
"카멜리아요양원","G1691","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박희웅","1126000000","중랑구","서울특별시 중랑구 동일로933 7층층 (묵동 수정빌딩)"
"꿈에그린요양원1","G1713","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김승호","1132000000","도봉구","서울특별시 도봉구 방학로106 4층층 (방학동)"
"구로 미가 요양원","G1744","(노인) 노인요양시설","노인의료복지시설","자치구","이옥진","1153000000","구로구","서울특별시 구로구 천왕로 366층 (천왕동)"
"도봉은빛요양원","G1749","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최은정","1132000000","도봉구","서울특별시 도봉구 방학로106 5층 (방학동)"
"강서사랑요양원","G1803","(노인) 노인요양시설","노인의료복지시설","자치구","김인곤","1150000000","강서구","서울특별시 강서구 곰달래로 71 (화곡동)"
"홍릉요양원","G1822","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박장순","1123000000","동대문구","서울특별시 동대문구 제기로72 5층 (제기동 홍릉요양원)"
"'참좋은요양원","G1828","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","신용주","1138000000","은평구","서울특별시 은평구 가좌로 3062층 (신사동)"
"삼성요양원","G1831","(노인) 노인요양시설","노인의료복지시설","자치구","박재경","1162000000","관악구","서울특별시 관악구 호암로401 501호호 (신림동)"
"서울시립 영보노인요양원","G1838","(노인) 노인요양시설","노인의료복지시설","자치구","김재성","1100000000","서울특별시","경기도 용인시 처인구 이동면 이원로483"
"종암요양원","G1918","(노인) 노인요양시설","노인의료복지시설","자치구","배진희","1129000000","성북구","서울특별시 성북구 종암로9길56 (종암동)"
"햇살요양원","G1932","(노인) 노인요양시설","노인의료복지시설","자치구","이상희","1150000000","강서구","서울특별시 강서구 공항대로41길 34-0 (등촌동)34 (등촌동)"
"참사랑실버케어","G1934","(노인) 노인요양시설","노인의료복지시설","자치구","김미원","1150000000","강서구","서울특별시 강서구 까치산로106 (화곡동)"
"그린요양원","G2007","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","차세광","1132000000","도봉구","서울특별시 도봉구 방학로 115 2층 (방학동 그린빌딩)"
"주안요양원","G2061","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","권영주","1138000000","은평구","서울특별시 은평구 서오릉로13길10 (구산동)"
"밝은햇살요양원","G2062","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박종하","1150000000","강서구","서울특별시 강서구 강서로29길38 1층 (화곡동)"
"둥지요양원","G2067","(노인) 노인요양시설","노인의료복지시설","자치구","장서현","1129000000","성북구","서울특별시 성북구 오패산로 49 2층 1호 (하월곡동)"
"가족사랑요양원","G2181","(노인) 노인요양시설","노인의료복지시설","자치구","권현섭","1130500000","강북구","서울특별시 강북구 한천로 1108-1 2 3층 (수유동)"
"행복한노인요양원2","G2213","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김문주","1130500000","강북구","서울특별시 강북구 덕릉로46 2호 4층 (수유동)"
"행복한노인요양원1","G2214","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김민배","1130500000","강북구","서울특별시 강북구 덕릉로46 2호 2층 (수유동)"
"가온요양원","G2227","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이정희","1135000000","노원구","서울특별시 노원구 노원로479 5층 (상계동 대광빌딩)"
"우리가족요양원 2호점","G2243","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","여유라","1126000000","중랑구","서울특별시 중랑구 용마산로 488 5층 (망우동 유진빌딩)"
"우리가족요양원 1호점","G2244","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조명훈","1126000000","중랑구","서울특별시 중랑구 용마산로 488 6층 (망우동 유진빌딩)"
"효드림요양원","G2267","(노인) 노인요양시설","노인의료복지시설","자치구","오은주","1141000000","서대문구","서울특별시 서대문구 응암로 62-0 (북가좌동)62 4~7층 (북가좌동)"
"성심노인요양원","G2324","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김연호","1150000000","강서구","서울특별시 강서구 강서로74길36 4층 (가양동 서령빌딩)"
"은빛요양원 II","G2325","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","권정숙","1162000000","관악구","서울특별시 관악구 신림로 134-0 (신림동)134 5층 (신림동 오성빌딩)"
"은빛요양원","G2327","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이미자","1162000000","관악구","서울특별시 관악구 신림로 134 4층 (신림동 오성빌딩)"
"실버캐슬요양원","G2332","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김영환","1154500000","금천구","서울특별시 금천구 시흥대로139길 14 (독산동)"
"실버캐슬 그룹홈","G2333","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","노영신","1154500000","금천구","서울특별시 금천구 시흥대로139길 14 (독산동)"
"다원요양원","G2340","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김원두","1162000000","관악구","서울특별시 관악구 조원중앙로 24 3층 (신림동 우진빌딩)"
"다원요양센터","G2341","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","심민희","1162000000","관악구","서울특별시 관악구 조원중앙로 24 5층 (신림동 우진빌딩)"
"영지요양원","G2368","(노인) 노인요양시설","노인의료복지시설","자치구","금경자","1126000000","중랑구","서울특별시 중랑구 봉우재로 47 (면목동)"
"신월실버요양원","G2400","(노인) 노인요양시설","노인의료복지시설","자치구","구종완","1147000000","양천구","서울특별시 양천구 곰달래로 30 (신월동)"
"평강요양원","G2405","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","임정옥","1126000000","중랑구","서울특별시 중랑구 용마산로112길90 3층 (망우동 성공빌딩)"
"한솔요양원","G2419","(노인) 노인요양시설","노인의료복지시설","자치구","김수신","1129000000","성북구","서울특별시 성북구 오패산로10길 30 4층 401호 (하월곡동)"
"도우누리편안한요양원","G2460","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김현철","1123000000","동대문구","서울특별시 동대문구 한천로37길19 A동 5층 (답십리동 창승빌딩)"
"쌍문늘푸른요양원","G2474","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이강호","1132000000","도봉구","서울특별시 도봉구 해등로26길7 쌍문동 501호 (쌍문동)"
"사랑가득 요양원","G2523","(노인) 노인요양시설","노인의료복지시설","자치구","나태웅","1154500000","금천구","서울특별시 금천구 독산로194 (독산동 영재빌딩)"
"가천요양원","G2527","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이정임","1126000000","중랑구","서울특별시 중랑구 신내로14길13 4층 (신내동)"
"서울숲요양원","G2547","(노인) 노인요양시설","노인의료복지시설","자치구","최한철","1162000000","관악구","서울특별시 관악구 난향7길 68 (신림동)"
"나이팅게일너싱홈","G2555","(노인) 노인요양시설","노인의료복지시설","자치구","장경애","1159000000","동작구","서울특별시 동작구 남부순환로255길8 13층 101301호 (사당동 장미빌라)"
"늘봄시니어케어센터","G2589","(노인) 노인요양시설","노인의료복지시설","자치구","조광희","1153000000","구로구","서울특별시 구로구 새말로 38-12 (구로동)(구로동)"
"도봉하루요양원2호점","G2597","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조선아","1132000000","도봉구","서울특별시 도봉구 방학로3길 103 (쌍문동) 춘광빌딩 5~6층"
"도봉하루요양원1호점","G2598","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이정숙","1132000000","도봉구","서울특별시 도봉구 방학로3길 103 (쌍문동)"
"마더노인요양센터","G2659","(노인) 노인요양시설","노인의료복지시설","자치구","박형대","1174000000","강동구","서울특별시 강동구 명일로 230 2층 (길동)"
"엘림요양원","G2687","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","우지혜","1126000000","중랑구","서울특별시 중랑구 봉우재로 79 3층 (상봉동 화성빌딩)"
"닥터참사랑요양원","G2732","(노인) 노인요양시설","노인의료복지시설","자치구","윤영준","1117000000","용산구","서울특별시 용산구 원효로 155 3~5층 (원효로2가)"
"우리엄마요양원","G2778","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김미현","1129000000","성북구","서울특별시 성북구 보문로 123 3층 (보문동2가)"
"한가람요양원","G2846","(노인) 노인요양시설","노인의료복지시설","자치구","최연임","1150000000","강서구","서울특별시 강서구 등촌로 183 4층 (등촌동)"
"실버캐슬요양타운","G2883","(노인) 노인요양시설","노인의료복지시설","자치구","차재철","1147000000","양천구","서울특별시 양천구 신월로 107 (신월동)"
"정원요양원","G2893","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정명자","1126000000","중랑구","서울특별시 중랑구 용마산로112길 90 4층 (망우동)"
"경복궁요양센터","G2901","(노인) 노인요양시설","노인의료복지시설","자치구","주현태","1171000000","송파구","서울특별시 송파구 성내천로47길 40 (마천동)"
"중곡요양원","G2908","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","배인순","1121500000","광진구","서울특별시 광진구 면목로 203 3층 (중곡동)"
"다애요양원","G2909","(노인) 노인요양시설","노인의료복지시설","자치구","서정애","1129000000","성북구","서울특별시 성북구 성북로4길 52 한진아파트스포츠센터동 지하2층 53055306호 (돈암동)"
"사랑과섬김요양원","G2952","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김나경","1135000000","노원구","서울특별시 노원구 한글비석로 4225층 (상계동)"
"강북재활요양원2호점","G3008","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","나영선","1132000000","도봉구","서울특별시 도봉구 도봉로 669 601호 (방학동)"
"강북재활요양원","G3010","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장경순","1132000000","도봉구","서울특별시 도봉구 도봉로 669 601호 (방학동)"
"가족사랑요양원","G3078","(노인) 노인요양시설","노인의료복지시설","자치구","김혜자","1154500000","금천구","서울특별시 금천구 시흥대로 214 10층 (시흥동)"
"큰사랑요양원","G3095","(노인) 노인요양시설","노인의료복지시설","자치구","정용훈","1132000000","도봉구","서울특별시 도봉구 도봉로180길 46 5층 (도봉동)"
"행복마지요양원","G3108","(노인) 노인요양시설","노인의료복지시설","자치구","정한준","1150000000","강서구","서울특별시 강서구 강서로12길 8-8 12층 (화곡동 근상프리즘주상복합아파트)"
"청춘요양원","G3115","(노인) 노인요양시설","노인의료복지시설","자치구","강정희","1132000000","도봉구","서울특별시 도봉구 도봉로180길 46 4층 (도봉동)"
"은나무요양원","G3116","(노인) 노인요양시설","노인의료복지시설","자치구","황욱","1132000000","도봉구","서울특별시 도봉구 도봉로180나길 48-0 (도봉동)46 6층 (도봉동)"
"행복요양원","G3119","(노인) 노인요양시설","노인의료복지시설","자치구","조용진","1132000000","도봉구","서울특별시 도봉구 도봉로180길 46 2층 (도봉동)"
"상계요양원","G3121","(노인) 노인요양시설","노인의료복지시설","자치구","박미진","1135000000","노원구","서울특별시 노원구 동일로242바길 27 (상계동)"
"새마음요양원","G3124","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","신평식","1150000000","강서구","서울특별시 강서구 공항대로41길 34 3층 (등촌동)"
"희망요양원","G3125","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최부수","1150000000","강서구","서울특별시 강서구 공항대로41길 34 3층 (등촌동)"
"미소사랑요양원","G3143","(노인) 노인요양시설","노인의료복지시설","자치구","이상실","1132000000","도봉구","서울특별시 도봉구 도봉로180길 46 3층 (도봉동)"
"선한노인전문요양원","G3169","(노인) 노인요양시설","노인의료복지시설","자치구","김광희","1132000000","도봉구","서울특별시 도봉구 덕릉로62길 52-6 (창동)52-6 (창동)"
"효심요양원","G3176","(노인) 노인요양시설","노인의료복지시설","자치구","박찬우","1132000000","도봉구","서울특별시 도봉구 도봉로180길 46 7층 (도봉동)"
"가족사랑노인요양센터","G3186","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김성현","1130500000","강북구","서울특별시 강북구 월계로 75 4층 (미아동 동구빌딩)"
"효누리요양원","G3257","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김태연","1135000000","노원구","서울특별시 노원구 한글비석로 422 3층 (상계동)"
"다애요양원","G3276","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","권선태","1126000000","중랑구","서울특별시 중랑구 망우로262 2층 (상봉동)"
"행복한노인요양원3","G3292","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","임종기","1130500000","강북구","서울특별시 강북구 덕릉로 46 2 4층 (수유동 신우빌딩)"
"더시그넘하우스 너싱홈","G3308","(노인) 노인요양시설","노인의료복지시설","자치구","옥순인","1168000000","강남구","서울특별시 강남구 자곡로 204-25 (자곡동)"
"강북실버요양원2호점","G3322","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","홍석중","1132000000","도봉구","서울특별시 도봉구 도봉로669 201동 (방학동 이정빌딩)"
"소망요양원","G3323","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","심향유","1123000000","동대문구","서울특별시 동대문구 한천로37길 19 4층 (답십리동)"
"강북실버요양원","G3324","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","고은숙","1132000000","도봉구","서울특별시 도봉구 도봉로669 201호 (방학동 이정빌딩)"
"솔요양원","G3335","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김은옥","1150000000","강서구","서울특별시 강서구 강서로17길 25 (화곡동 3층)"
"푸른요양원","G3336","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","전형묵","1150000000","강서구","서울특별시 강서구 강서로17길 25 (화곡동 3층)"
"푸른요양원2호점","G3337","(노인) 노인요양시설","노인의료복지시설","자치구","신현진","1130500000","강북구","서울특별시 강북구 도봉로81길 43 지15~8층 (수유동)"
"푸른솔요양원","G3346","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","오선영","1150000000","강서구","서울특별시 강서구 강서로17길 25 (화곡동 3층)"
"큰사랑노인요양원","G3364","(노인) 노인요양시설","노인의료복지시설","자치구","박성애","1132000000","도봉구","서울특별시 도봉구 도봉로152길26 7층 (방학동 렉시온프라자)"
"중앙요양원","G3370","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","전양현","1162000000","관악구","서울특별시 관악구 남부순환로 1432-7 501호 (신림동)"
"도봉하루요양원3호점","G3372","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","연예령","1132000000","도봉구","서울특별시 도봉구 방학로3길103 56층 (쌍문동)"
"강북요양원","G3386","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정진숙","1132000000","도봉구","서울특별시 도봉구 도봉로 669-0 (방학동)669 5층 501호 (방학동 이정빌딩)"
